participant,smart_device,smart_speaker_interest,smart_motion_detector_interest,smart_smoke_detector_interest,security_privacy_attribute,most_protective_value,least_protective_value,mostProtective_leastProtective_pair,willingness_to_purchase,willingness_to_purchase_coded,Reason for increase in willingness to purchase,Reason for decrease in willingness to purchase,risk_perception,risk_perception_coded,Reason for increase in risk perception,Reason for decrease in risk perception,minimum_willingness_to_pay,maximum_willingness_to_pay,order_scenario,correct_definition_number,Age,Gender,Income,Education,Background in Technology
101,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,I like the ability to set a password.,,strongly decreases,1,,The ability to create a password helps maintain privacy and security.,25,25,4,2,24,Woman,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
101,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,I don't want my data sold to third parties.,,slightly decreases,2,,There may still be some risks (like if the data was hacked) but it's way less than selling info to third parties for profit.,25,25,2,1,24,Woman,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
101,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,slightly decreases,2,,I think I would like data to be stored for my personal access as a backup somewhere.,strongly decreases,1,,There are a lot fewer risks if the device isn't sending information to the cloud.,-20,-10,3,2,24,Woman,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
101,smoke,Very interested,Very interested,Very interested,data sharing,shared_none,shared_third,none_third,strongly increases,5,I don't want data shared with anyone without my consent.,NA,strongly decreases,1,,Not sharing data is much safer and more secure than sharing with third parties.,25,25,5,2,24,Woman,"$40,000 to $49,999",Bachelor's degree in college (4-year),No
102,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,slightly increases,4,I wouldnt have to worry about the updates it would do it itself,NA,strongly decreases,1,Noone likes having to do the updates they take forever so having it do itself is great,,25,25,3,2,32,Woman,"Less than $10,000",Associate degree in college (2-year),Yes
102,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,slightly increases,4,i would be the only one to access it ,,slightly decreases,2,due to you having full control over who can access it by having the password,,15,25,2,1,32,Woman,"Less than $10,000",Associate degree in college (2-year),Yes
102,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,I know my data will not be sold to anyone else and its safe,,not sure,3,,,25,25,5,1,32,Woman,"Less than $10,000",Associate degree in college (2-year),Yes
102,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,no impact,3,,,not sure,3,,,-5,25,1,1,32,Woman,"Less than $10,000",Associate degree in college (2-year),Yes
102,smoke,Very interested,Very interested,Very interested,data sharing,shared_none,shared_third,none_third,strongly increases,5,I know my information is safe i rather this than it being shared,NA,strongly decreases,1,I know my information is safe i rather this than it being shared,,25,25,4,2,32,Woman,"Less than $10,000",Associate degree in college (2-year),Yes
103,smoke,Very interested,Very interested,Very interested,security update,update_auto,update_manual,auto_manual,strongly increases,5,Automatic updates would be much easier than having to remember to update the device manually.,NA,no impact,3,,,25,25,4,2,54,Man,"$30,000 to $39,999",Associate degree in college (2-year),Yes
103,smoke,Very interested,Very interested,Very interested,access control,access_password,access_none,password_none,no impact,3,,,no impact,3,,,-25,5,1,1,54,Man,"$30,000 to $39,999",Associate degree in college (2-year),Yes
103,smoke,Very interested,Very interested,Very interested,purpose,purpose_main,purpose_money,main_money,no impact,3,,,no impact,3,,,-5,25,3,1,54,Man,"$30,000 to $39,999",Associate degree in college (2-year),Yes
103,smoke,Very interested,Very interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,no impact,3,,,no impact,3,,,-25,5,5,2,54,Man,"$30,000 to $39,999",Associate degree in college (2-year),Yes
103,smoke,Very interested,Very interested,Very interested,data sharing,shared_none,shared_third,none_third,no impact,3,,NA,no impact,3,,,-25,5,2,2,54,Man,"$30,000 to $39,999",Associate degree in college (2-year),Yes
104,smoke,Moderately interested,Moderately interested,Very interested,security update,update_auto,update_manual,auto_manual,slightly increases,4,"Somewhat increases the security of the device, especially for 0-day exploits.",NA,slightly decreases,2,,"Better keeps the device up to date, but does add a small risk of the update process itself being hijacked.",5,10,3,2,47,Man,"$100,000 to $149,999",Doctoral degree,Yes
104,smoke,Moderately interested,Moderately interested,Very interested,access control,access_password,access_none,password_none,strongly increases,5,"It's more secure to hacking. If someone penetrates my network, it make it harder to turn it into a bot.",,strongly decreases,1,,"Once I change the password, it will be more difficult for hackers to access it and turn it into a bot.",25,25,1,2,47,Man,"$100,000 to $149,999",Doctoral degree,Yes
104,smoke,Moderately interested,Moderately interested,Very interested,purpose,purpose_main,purpose_money,main_money,strongly increases,5,Nice to know that info about my behaviors isn't being sold.,,slightly decreases,2,,Keeps my behavior data somewhat more private.,5,10,4,1,47,Man,"$100,000 to $149,999",Doctoral degree,Yes
104,smoke,Moderately interested,Moderately interested,Very interested,cloud storage,cloud_none,cloud_deidentify,none_deidentify,no impact,3,,,no impact,3,,,-5,0,5,2,47,Man,"$100,000 to $149,999",Doctoral degree,Yes
104,smoke,Moderately interested,Moderately interested,Very interested,data sharing,shared_none,shared_third,none_third,slightly increases,4,I prefer my data to be kept more private.,NA,slightly decreases,2,,It provides at least one less point that can be hacked.,10,15,2,2,47,Man,"$100,000 to $149,999",Doctoral degree,Yes
105,smoke,Very interested,Very interested,Moderately interested,security update,update_auto,update_manual,auto_manual,no impact,3,,NA,no impact,3,,,0,25,3,0,30,Man,"$50,000 to $59,999",Master's degree,No
105,smoke,Very interested,Very interested,Moderately interested,access control,access_password,access_none,password_none,strongly increases,5,One phrase: more control.,,slightly decreases,2,,I will have more control over my purchased product. It feels 'less random',25,25,2,1,30,Man,"$50,000 to $59,999",Master's degree,No
